2015.08.20;97216;3;
2015.08.21;91834;0;
2015.08.22;42652;0;
2015.08.23;38485;0;
2015.08.24;75182;0;
2015.08.25;97409;1;
2015.08.26;98339;0;
2015.08.27;99228;7;
2015.08.28;95758;0;
2015.08.29;43840;0;
2015.08.30;37981;0;
2015.08.31;96254;0;
2015.09.01;98856;2;
2015.09.02;100175;1;
2015.09.03;99429;0;
2015.09.04;96765;1;
2015.09.05;43093;0;
2015.09.06;37608;0;
2015.09.07;97469;5;
2015.09.08;100641;1;
2015.09.09;100076;1;
2015.09.10;99471;0;
2015.09.11;97436;2;
2015.09.12;45708;1;
2015.09.13;42290;0;
2015.09.14;98808;0;
2015.09.15;101089;0;
2015.09.16;102357;0;
2015.09.17;103084;0;
2015.09.18;97838;0;
2015.09.19;43313;0;
2015.09.20;39657;0;
2015.09.21;98767;0;
2015.09.22;101086;0;
2015.09.23;101862;1;
2015.09.24;97237;0;
2015.09.25;97750;2;
2015.09.26;44392;1;
2015.09.27;39301;1;
2015.09.28;99492;2;
2015.09.29;103760;0;
2015.09.30;104856;7;
2015.10.01;102457;0;
2015.10.02;100809;2;
2015.10.03;45190;1;
2015.10.04;40286;0;
2015.10.05;99367;0;
2015.10.06;102867;0;
2015.10.07;103478;1;
2015.10.08;102748;1;
2015.10.09;99444;0;
2015.10.10;44658;0;
2015.10.11;40154;2;
2015.10.12;99773;2;
2015.10.13;102483;0;
2015.10.14;84821;0;
2015.10.15;102162;0;
2015.10.16;99667;1;
2015.10.17;45177;0;
2015.10.18;39230;0;
2015.10.19;100426;0;
2015.10.20;103417;0;
2015.10.21;104918;0;
2015.10.22;104948;0;
2015.10.23;102441;0;
2015.10.24;46422;0;
2015.10.25;57466;0;
2015.10.26;103693;0;
2015.10.27;103991;1;
2015.10.28;104510;1;
2015.10.29;104008;1;
2015.10.30;102646;2;
2015.10.31;50345;0;
2015.11.01;42587;0;
2015.11.02;102783;1;
2015.11.03;102647;0;
2015.11.04;85069;0;
2015.11.05;104696;2;
2015.11.06;100573;2;
2015.11.07;44191;0;
2015.11.08;39844;0;
2015.11.09;100249;1;
2015.11.10;103844;4;
2015.11.11;105157;4;
2015.11.12;104414;0;
2015.11.13;101242;4;
2015.11.14;52618;2;
2015.11.15;50439;1;
2015.11.16;102995;0;
2015.11.17;105020;1;
2015.11.18;105704;0;
2015.11.19;104373;0;
2015.11.20;101652;0;
2015.11.21;46825;0;
2015.11.22;41804;0;
2015.11.23;101673;0;
2015.11.24;107033;1;
2015.11.25;106632;3;
2015.11.26;105107;1;
2015.11.27;100924;1;
2015.11.28;46552;0;
2015.11.29;43441;0;
2015.11.30;103571;0;
2015.12.01;103545;1;
2015.12.02;103916;4;
2015.12.03;105580;0;
2015.12.04;101476;6;
2015.12.05;46381;1;
2015.12.06;41976;0;
2015.12.07;104646;3;
2015.12.08;105035;5;
2015.12.09;106951;5;
2015.12.10;104061;0;
2015.12.11;102158;1;
2015.12.12;45795;0;
2015.12.13;39497;0;
2015.12.14;100887;0;
2015.12.15;104310;0;
2015.12.16;102266;3;
2015.12.17;102845;2;
2015.12.18;99183;5;
2015.12.19;45255;0;
2015.12.20;39966;0;
2015.12.21;100560;0;
2015.12.22;102141;1;
2015.12.23;103122;0;
2015.12.24;101020;0;
2015.12.25;94748;2;
2015.12.26;43652;1;
2015.12.27;38442;1;
2015.12.28;94300;1;
2015.12.29;93359;1;
2015.12.30;85523;1;
2015.12.31;56391;3;
